id,posted_by,text,hashtags,in_reply_to_status_id
704166066210086912,Kaka,@citybeautifulsc I'm looking forward and cheering!,[],704164369043689472
704147117443514368,Kaka,@citybeautifulsc that's your guess? I'm on The Renevant.,[],704146129844355073
704143087048761344,Kaka,"@tiltonferns tough one, whats your guess?",[],704142212456538112
704141507708723200,Kaka,@mufcmaya me too!,[],
704140206249791488,Kaka,@hartjl3 definitely!,[],704139942495133697
704139499979329536,Kaka,"Till now, few surprises! What do you guys think? Eager for the #BestMovie #Oscars // Até agora algumas surpresas, o que acharam?","[{u'indices': [63, 73], u'text': u'BestMovie'}, {u'indices': [74, 81], u'text': u'Oscars'}]",
700873593383743489,Kaka,Great win boys! Well done! @OrlandoMagic,[],
660274135772348420,Kaka,What a game here in Orlando!!! #PureMagic,"[{u'indices': [31, 41], u'text': u'PureMagic'}]",
659584895749120000,Kaka,Amazing game #SEAvLA !! Congratulations @SoundersFC !! #MLSCupPlayoffs,"[{u'indices': [13, 20], u'text': u'SEAvLA'}, {u'indices': [55, 70], u'text': u'MLSCupPlayoffs'}]",
659579356688343040,Kaka,Great gol 👏🏼👏🏼👏🏼 #SEAvLA 3x2 #MLSCupPlayoffs,"[{u'indices': [17, 24], u'text': u'SEAvLA'}, {u'indices': [29, 44], u'text': u'MLSCupPlayoffs'}]",
659562073760907264,Kaka,Gol!!! Amazing game! #SEAvLA 2x2,"[{u'indices': [21, 28], u'text': u'SEAvLA'}]",
655186148352991233,Kaka,Well done boys!!! Great win @OrlandoCitySC,[],
647906885602004992,Kaka,"Fighting hunger is fighting for life, together we can change the reality of many people.",[],
647205519673982976,Kaka,@NFL Thursday night!!! I love this game. Who's going to win? @Redskins vs @Giants,[],
645428827418685440,Kaka,@Eduardo_g4briel salve!!!,[],645428617632083968
645428700041879552,Kaka,@danii10danii12 yes! I went to the game. Amazing!!!,[],645428245647740929
645428014570934272,Kaka,@CriminalCosta thank you!! Take care,[],645427664040427521
645427762208055296,Kaka,@lAmNotBryan Yes! Take care. God bless you.,[],645427523296227329
645426501081518081,Kaka,@amalwae I'm fine and you?,[],645426179248365569
